log_id, prime, factor, energy
20231007181409, 4231, 16371, 21.0
20231007181409, 9311, 16371, 21.0
20231007181409, 11113, 11737, 21.0
20231007181409, 11083, 6622, 21.0
20231007181409, 20809, 12245, 21.0
20231007181409, 13597, 8177, 21.0
20231007181409, 38729, 16291, 21.0
20231007181409, 4889, 8187, 21.0
20231007181409, 4957, 8187, 21.0
20231007181409, 10253, 1497, 21.0
20231007181409, 37337, 12259, 22.0
20231007181409, 19213, 11761, 22.0
20231007181409, 61757, 7161, 22.0
20231007181409, 8009, 11732, 22.0
20231007181409, 39409, 7167, 22.0
20231007181409, 15173, 6810, 22.0
20231007181409, 9587, 15865, 22.0
20231007181409, 50123, 15867, 22.0
20231007181409, 35089, 15348, 23.0
20231007181409, 26177, 8181, 23.0
20231007181409, 33601, 15347, 23.0
20231007181409, 18253, 14574, 23.0
20231007181409, 23371, 4083, 24.0
20231007181409, 853, 16379, 24.0
20231007181409, 4441, 12121, 24.0
20231007181409, 15937, 8185, 24.0
20231007181409, 38119, 11741, 24.0
20231007181409, 25561, 14327, 25.0
20231007181409, 719, 16351, 25.0
20231007181409, 24841, 16375, 25.0
20231007181409, 18457, 12261, 25.0
20231007181409, 50989, 12014, 26.0
20231007181409, 63299, 9912, 26.0
20231007181409, 1229, 16375, 26.0
20231007181409, 21341, 12026, 26.0
20231007181409, 25933, 12287, 26.0
20231007181409, 21001, 14733, 27.0
20231007181409, 28949, 16119, 28.0
20231007181409, 2377, 15214, 30.0
20231007181409, 53569, 2042, 31.0
20231007181409, 73699, 12271, 12.0
20231007181409, 74561, 12213, 13.0
20231007181409, 73561, 15855, 15.0
20231007181409, 112589, 12285, 16.0
20231007181409, 83791, 3803, 16.0
20231007181409, 69997, 3533, 16.0
20231007181409, 117673, 2007, 17.0
20231007181409, 108929, 16327, 17.0
20231007181409, 82189, 8186, 18.0
20231007181409, 108109, 15354, 18.0
20231007181409, 125029, 15359, 18.0
20231007181409, 90907, 12285, 19.0
20231007181409, 67867, 7655, 19.0
20231007181409, 82493, 16375, 19.0
20231007181409, 86297, 4070, 19.0
20231007181409, 71237, 3833, 20.0
20231007181409, 83813, 12275, 20.0
20231007181409, 78427, 16374, 20.0
20231007181409, 121181, 12266, 20.0
20231007181409, 96137, 12281, 20.0
20231007181409, 90917, 8168, 20.0
20231007181409, 83737, 15867, 20.0
20231007181409, 70841, 7656, 20.0
20231007181409, 117437, 15317, 20.0
20231007181409, 83257, 16113, 20.0
20231007181409, 112181, 15865, 20.0
20231007181409, 67933, 13053, 20.0
20231007181409, 69767, 16371, 21.0
20231007181409, 76649, 11737, 21.0
20231007181409, 79133, 8177, 21.0
20231007181409, 123727, 15855, 21.0
20231007181409, 104779, 7935, 21.0
20231007181409, 74489, 6809, 21.0
20231007181409, 82237, 12249, 21.0
20231007181409, 87973, 16381, 21.0
20231007181409, 83609, 14057, 22.0
20231007181409, 82591, 14291, 22.0
20231007181409, 70459, 11772, 23.0
20231007181409, 79769, 12277, 23.0
20231007181409, 70123, 8159, 23.0
20231007181409, 82889, 11251, 24.0
20231007181409, 85093, 7158, 24.0
20231007181409, 66683, 12011, 24.0
20231007181409, 91097, 14327, 25.0
20231007181409, 95261, 15358, 25.0
20231007181409, 119101, 15255, 26.0
20231007181409, 82891, 12255, 26.0
20231007181409, 99817, 15088, 28.0
20231007181409, 107339, 11253, 29.0
20231007181409, 104239, 10735, 31.0
20231007181409, 88001, 12269, 33.0
20231007181509, 102367, 15339, 12.0
20231007181509, 106451, 11998, 12.0
20231007181509, 121271, 16215, 12.0
20231007181509, 105263, 24056, 12.0
20231007181509, 109471, 24255, 13.0
20231007181509, 118061, 6093, 13.0
20231007181509, 93151, 11582, 14.0
20231007181509, 130553, 24555, 14.0
20231007181509, 104399, 15783, 15.0
20231007181509, 38317, 16127, 15.0
20231007181509, 35531, 14318, 15.0
20231007181509, 108791, 12278, 15.0
20231007181509, 79283, 16351, 16.0
20231007181509, 113647, 15102, 16.0
20231007181509, 108263, 6639, 16.0
